frase1,fol1,frase2,fol2,relacion
todo albañil amplio no ama o no aguanta ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-AMAR(x) | -AGUANTAR(x))), ningún albañil amplio ama y aguanta,-exists x.(ALBAÑIL(x) & AMPLIO(x) & AMAR(x) & AGUANTAR(x)),1
todo albañil amplio no ama o no amanece ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-AMAR(x) | -AMANECER(x))), ningún albañil amplio ama y amanece,-exists x.(ALBAÑIL(x) & AMPLIO(x) & AMAR(x) & AMANECER(x)),1
todo albañil amplio no ama o no anochece ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-AMAR(x) | -ANOCHECER(x))), ningún albañil amplio ama y anochece,-exists x.(ALBAÑIL(x) & AMPLIO(x) & AMAR(x) & ANOCHECER(x)),1
todo albañil amarillo no ama o no acuerda ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-AMAR(x) | -ACORDAR(x))), ningún albañil amarillo ama y acuerda,-exists x.(ALBAÑIL(x) & AMARILLO(x) & AMAR(x) & ACORDAR(x)),1
todo albañil amarillo no ama o no aguanta ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-AMAR(x) | -AGUANTAR(x))), ningún albañil amarillo ama y aguanta,-exists x.(ALBAÑIL(x) & AMARILLO(x) & AMAR(x) & AGUANTAR(x)),1
todo albañil amarillo no ama o no amanece ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-AMAR(x) | -AMANECER(x))), ningún albañil amarillo ama y amanece,-exists x.(ALBAÑIL(x) & AMARILLO(x) & AMAR(x) & AMANECER(x)),1
todo albañil amarillo no ama o no anochece ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-AMAR(x) | -ANOCHECER(x))), ningún albañil amarillo ama y anochece,-exists x.(ALBAÑIL(x) & AMARILLO(x) & AMAR(x) & ANOCHECER(x)),1
todo albañil alegre no amanece o no acuerda ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> (-AMANECER(x) | -ACORDAR(x))), ningún albañil alegre amanece y acuerda,-exists x.(ALBAÑIL(x) & ALEGRE(x) & AMANECER(x) & ACORDAR(x)),1
todo albañil alegre no amanece o no aguanta ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> (-AMANECER(x) | -AGUANTAR(x))), ningún albañil alegre amanece y aguanta,-exists x.(ALBAÑIL(x) & ALEGRE(x) & AMANECER(x) & AGUANTAR(x)),1
todo albañil alegre no amanece o no ama ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> (-AMANECER(x) | -AMAR(x))), ningún albañil alegre amanece y ama,-exists x.(ALBAÑIL(x) & ALEGRE(x) & AMANECER(x) & AMAR(x)),1
todo albañil alegre no amanece o no anochece ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> (-AMANECER(x) | -ANOCHECER(x))), ningún albañil alegre amanece y anochece,-exists x.(ALBAÑIL(x) & ALEGRE(x) & AMANECER(x) & ANOCHECER(x)),1
todo albañil alto no amanece o no acuerda ,all x.((ALBAÑIL(x) & ALTO(x)) -> (-AMANECER(x) | -ACORDAR(x))), ningún albañil alto amanece y acuerda,-exists x.(ALBAÑIL(x) & ALTO(x) & AMANECER(x) & ACORDAR(x)),1
todo albañil alto no amanece o no aguanta ,all x.((ALBAÑIL(x) & ALTO(x)) -> (-AMANECER(x) | -AGUANTAR(x))), ningún albañil alto amanece y aguanta,-exists x.(ALBAÑIL(x) & ALTO(x) & AMANECER(x) & AGUANTAR(x)),1
todo albañil alto no amanece o no ama ,all x.((ALBAÑIL(x) & ALTO(x)) -> (-AMANECER(x) | -AMAR(x))), ningún albañil alto amanece y ama,-exists x.(ALBAÑIL(x) & ALTO(x) & AMANECER(x) & AMAR(x)),1
todo albañil alto no amanece o no anochece ,all x.((ALBAÑIL(x) & ALTO(x)) -> (-AMANECER(x) | -ANOCHECER(x))), ningún albañil alto amanece y anochece,-exists x.(ALBAÑIL(x) & ALTO(x) & AMANECER(x) & ANOCHECER(x)),1
todo albañil amargo no amanece o no acuerda ,all x.((ALBAÑIL(x) & AMARGO(x)) -> (-AMANECER(x) | -ACORDAR(x))), ningún albañil amargo amanece y acuerda,-exists x.(ALBAÑIL(x) & AMARGO(x) & AMANECER(x) & ACORDAR(x)),1
todo albañil amargo no amanece o no aguanta ,all x.((ALBAÑIL(x) & AMARGO(x)) -> (-AMANECER(x) | -AGUANTAR(x))), ningún albañil amargo amanece y aguanta,-exists x.(ALBAÑIL(x) & AMARGO(x) & AMANECER(x) & AGUANTAR(x)),1
todo albañil amargo no amanece o no ama ,all x.((ALBAÑIL(x) & AMARGO(x)) -> (-AMANECER(x) | -AMAR(x))), ningún albañil amargo amanece y ama,-exists x.(ALBAÑIL(x) & AMARGO(x) & AMANECER(x) & AMAR(x)),1
todo albañil amargo no amanece o no anochece ,all x.((ALBAÑIL(x) & AMARGO(x)) -> (-AMANECER(x) | -ANOCHECER(x))), ningún albañil amargo amanece y anochece,-exists x.(ALBAÑIL(x) & AMARGO(x) & AMANECER(x) & ANOCHECER(x)),1
todo albañil amplio no amanece o no acuerda ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-AMANECER(x) | -ACORDAR(x))), ningún albañil amplio amanece y acuerda,-exists x.(ALBAÑIL(x) & AMPLIO(x) & AMANECER(x) & ACORDAR(x)),1
todo albañil amplio no amanece o no aguanta ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-AMANECER(x) | -AGUANTAR(x))), ningún albañil amplio amanece y aguanta,-exists x.(ALBAÑIL(x) & AMPLIO(x) & AMANECER(x) & AGUANTAR(x)),1
todo albañil amplio no amanece o no ama ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-AMANECER(x) | -AMAR(x))), ningún albañil amplio amanece y ama,-exists x.(ALBAÑIL(x) & AMPLIO(x) & AMANECER(x) & AMAR(x)),1
todo albañil amplio no amanece o no anochece ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-AMANECER(x) | -ANOCHECER(x))), ningún albañil amplio amanece y anochece,-exists x.(ALBAÑIL(x) & AMPLIO(x) & AMANECER(x) & ANOCHECER(x)),1
todo albañil amarillo no amanece o no acuerda ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-AMANECER(x) | -ACORDAR(x))), ningún albañil amarillo amanece y acuerda,-exists x.(ALBAÑIL(x) & AMARILLO(x) & AMANECER(x) & ACORDAR(x)),1
todo albañil amarillo no amanece o no aguanta ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-AMANECER(x) | -AGUANTAR(x))), ningún albañil amarillo amanece y aguanta,-exists x.(ALBAÑIL(x) & AMARILLO(x) & AMANECER(x) & AGUANTAR(x)),1
todo albañil amarillo no amanece o no ama ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-AMANECER(x) | -AMAR(x))), ningún albañil amarillo amanece y ama,-exists x.(ALBAÑIL(x) & AMARILLO(x) & AMANECER(x) & AMAR(x)),1
todo albañil amarillo no amanece o no anochece ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-AMANECER(x) | -ANOCHECER(x))), ningún albañil amarillo amanece y anochece,-exists x.(ALBAÑIL(x) & AMARILLO(x) & AMANECER(x) & ANOCHECER(x)),1
todo albañil alegre no anochece o no acuerda ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> (-ANOCHECER(x) | -ACORDAR(x))), ningún albañil alegre anochece y acuerda,-exists x.(ALBAÑIL(x) & ALEGRE(x) & ANOCHECER(x) & ACORDAR(x)),1
todo albañil alegre no anochece o no aguanta ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> (-ANOCHECER(x) | -AGUANTAR(x))), ningún albañil alegre anochece y aguanta,-exists x.(ALBAÑIL(x) & ALEGRE(x) & ANOCHECER(x) & AGUANTAR(x)),1
todo albañil alegre no anochece o no ama ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> (-ANOCHECER(x) | -AMAR(x))), ningún albañil alegre anochece y ama,-exists x.(ALBAÑIL(x) & ALEGRE(x) & ANOCHECER(x) & AMAR(x)),1
todo albañil alegre no anochece o no amanece ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> (-ANOCHECER(x) | -AMANECER(x))), ningún albañil alegre anochece y amanece,-exists x.(ALBAÑIL(x) & ALEGRE(x) & ANOCHECER(x) & AMANECER(x)),1
todo albañil alto no anochece o no acuerda ,all x.((ALBAÑIL(x) & ALTO(x)) -> (-ANOCHECER(x) | -ACORDAR(x))), ningún albañil alto anochece y acuerda,-exists x.(ALBAÑIL(x) & ALTO(x) & ANOCHECER(x) & ACORDAR(x)),1
todo albañil alto no anochece o no aguanta ,all x.((ALBAÑIL(x) & ALTO(x)) -> (-ANOCHECER(x) | -AGUANTAR(x))), ningún albañil alto anochece y aguanta,-exists x.(ALBAÑIL(x) & ALTO(x) & ANOCHECER(x) & AGUANTAR(x)),1
todo albañil alto no anochece o no ama ,all x.((ALBAÑIL(x) & ALTO(x)) -> (-ANOCHECER(x) | -AMAR(x))), ningún albañil alto anochece y ama,-exists x.(ALBAÑIL(x) & ALTO(x) & ANOCHECER(x) & AMAR(x)),1
todo albañil alto no anochece o no amanece ,all x.((ALBAÑIL(x) & ALTO(x)) -> (-ANOCHECER(x) | -AMANECER(x))), ningún albañil alto anochece y amanece,-exists x.(ALBAÑIL(x) & ALTO(x) & ANOCHECER(x) & AMANECER(x)),1
todo albañil amargo no anochece o no acuerda ,all x.((ALBAÑIL(x) & AMARGO(x)) -> (-ANOCHECER(x) | -ACORDAR(x))), ningún albañil amargo anochece y acuerda,-exists x.(ALBAÑIL(x) & AMARGO(x) & ANOCHECER(x) & ACORDAR(x)),1
todo albañil amargo no anochece o no aguanta ,all x.((ALBAÑIL(x) & AMARGO(x)) -> (-ANOCHECER(x) | -AGUANTAR(x))), ningún albañil amargo anochece y aguanta,-exists x.(ALBAÑIL(x) & AMARGO(x) & ANOCHECER(x) & AGUANTAR(x)),1
todo albañil amargo no anochece o no ama ,all x.((ALBAÑIL(x) & AMARGO(x)) -> (-ANOCHECER(x) | -AMAR(x))), ningún albañil amargo anochece y ama,-exists x.(ALBAÑIL(x) & AMARGO(x) & ANOCHECER(x) & AMAR(x)),1
todo albañil amargo no anochece o no amanece ,all x.((ALBAÑIL(x) & AMARGO(x)) -> (-ANOCHECER(x) | -AMANECER(x))), ningún albañil amargo anochece y amanece,-exists x.(ALBAÑIL(x) & AMARGO(x) & ANOCHECER(x) & AMANECER(x)),1
todo albañil amplio no anochece o no acuerda ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-ANOCHECER(x) | -ACORDAR(x))), ningún albañil amplio anochece y acuerda,-exists x.(ALBAÑIL(x) & AMPLIO(x) & ANOCHECER(x) & ACORDAR(x)),1
todo albañil amplio no anochece o no aguanta ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-ANOCHECER(x) | -AGUANTAR(x))), ningún albañil amplio anochece y aguanta,-exists x.(ALBAÑIL(x) & AMPLIO(x) & ANOCHECER(x) & AGUANTAR(x)),1
todo albañil amplio no anochece o no ama ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-ANOCHECER(x) | -AMAR(x))), ningún albañil amplio anochece y ama,-exists x.(ALBAÑIL(x) & AMPLIO(x) & ANOCHECER(x) & AMAR(x)),1
todo albañil amplio no anochece o no amanece ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> (-ANOCHECER(x) | -AMANECER(x))), ningún albañil amplio anochece y amanece,-exists x.(ALBAÑIL(x) & AMPLIO(x) & ANOCHECER(x) & AMANECER(x)),1
todo albañil amarillo no anochece o no acuerda ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-ANOCHECER(x) | -ACORDAR(x))), ningún albañil amarillo anochece y acuerda,-exists x.(ALBAÑIL(x) & AMARILLO(x) & ANOCHECER(x) & ACORDAR(x)),1
todo albañil amarillo no anochece o no aguanta ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-ANOCHECER(x) | -AGUANTAR(x))), ningún albañil amarillo anochece y aguanta,-exists x.(ALBAÑIL(x) & AMARILLO(x) & ANOCHECER(x) & AGUANTAR(x)),1
todo albañil amarillo no anochece o no ama ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-ANOCHECER(x) | -AMAR(x))), ningún albañil amarillo anochece y ama,-exists x.(ALBAÑIL(x) & AMARILLO(x) & ANOCHECER(x) & AMAR(x)),1
todo albañil amarillo no anochece o no amanece ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> (-ANOCHECER(x) | -AMANECER(x))), ningún albañil amarillo anochece y amanece,-exists x.(ALBAÑIL(x) & AMARILLO(x) & ANOCHECER(x) & AMANECER(x)),1
todo alce alegre no acuerda o no aguanta ,all x.((ALCER(x) & ALEGRE(x)) -> (-ACORDAR(x) | -AGUANTAR(x))), ningún alce alegre acuerda y aguanta,-exists x.(ALCER(x) & ALEGRE(x) & ACORDAR(x) & AGUANTAR(x)),1
todo alce alegre no acuerda o no ama ,all x.((ALCER(x) & ALEGRE(x)) -> (-ACORDAR(x) | -AMAR(x))), ningún alce alegre acuerda y ama,-exists x.(ALCER(x) & ALEGRE(x) & ACORDAR(x) & AMAR(x)),1
todo alce alegre no acuerda o no amanece ,all x.((ALCER(x) & ALEGRE(x)) -> (-ACORDAR(x) | -AMANECER(x))), ningún alce alegre acuerda y amanece,-exists x.(ALCER(x) & ALEGRE(x) & ACORDAR(x) & AMANECER(x)),1
todo alce alegre no acuerda o no anochece ,all x.((ALCER(x) & ALEGRE(x)) -> (-ACORDAR(x) | -ANOCHECER(x))), ningún alce alegre acuerda y anochece,-exists x.(ALCER(x) & ALEGRE(x) & ACORDAR(x) & ANOCHECER(x)),1
todo alce alto no acuerda o no aguanta ,all x.((ALCER(x) & ALTO(x)) -> (-ACORDAR(x) | -AGUANTAR(x))), ningún alce alto acuerda y aguanta,-exists x.(ALCER(x) & ALTO(x) & ACORDAR(x) & AGUANTAR(x)),1
todo alce alto no acuerda o no ama ,all x.((ALCER(x) & ALTO(x)) -> (-ACORDAR(x) | -AMAR(x))), ningún alce alto acuerda y ama,-exists x.(ALCER(x) & ALTO(x) & ACORDAR(x) & AMAR(x)),1
todo alce alto no acuerda o no amanece ,all x.((ALCER(x) & ALTO(x)) -> (-ACORDAR(x) | -AMANECER(x))), ningún alce alto acuerda y amanece,-exists x.(ALCER(x) & ALTO(x) & ACORDAR(x) & AMANECER(x)),1
todo alce alto no acuerda o no anochece ,all x.((ALCER(x) & ALTO(x)) -> (-ACORDAR(x) | -ANOCHECER(x))), ningún alce alto acuerda y anochece,-exists x.(ALCER(x) & ALTO(x) & ACORDAR(x) & ANOCHECER(x)),1
todo alce amargo no acuerda o no aguanta ,all x.((ALCER(x) & AMARGO(x)) -> (-ACORDAR(x) | -AGUANTAR(x))), ningún alce amargo acuerda y aguanta,-exists x.(ALCER(x) & AMARGO(x) & ACORDAR(x) & AGUANTAR(x)),1
todo alce amargo no acuerda o no ama ,all x.((ALCER(x) & AMARGO(x)) -> (-ACORDAR(x) | -AMAR(x))), ningún alce amargo acuerda y ama,-exists x.(ALCER(x) & AMARGO(x) & ACORDAR(x) & AMAR(x)),1
todo alce amargo no acuerda o no amanece ,all x.((ALCER(x) & AMARGO(x)) -> (-ACORDAR(x) | -AMANECER(x))), ningún alce amargo acuerda y amanece,-exists x.(ALCER(x) & AMARGO(x) & ACORDAR(x) & AMANECER(x)),1
todo alce amargo no acuerda o no anochece ,all x.((ALCER(x) & AMARGO(x)) -> (-ACORDAR(x) | -ANOCHECER(x))), ningún alce amargo acuerda y anochece,-exists x.(ALCER(x) & AMARGO(x) & ACORDAR(x) & ANOCHECER(x)),1
todo alce amplio no acuerda o no aguanta ,all x.((ALCER(x) & AMPLIO(x)) -> (-ACORDAR(x) | -AGUANTAR(x))), ningún alce amplio acuerda y aguanta,-exists x.(ALCER(x) & AMPLIO(x) & ACORDAR(x) & AGUANTAR(x)),1
todo alce amplio no acuerda o no ama ,all x.((ALCER(x) & AMPLIO(x)) -> (-ACORDAR(x) | -AMAR(x))), ningún alce amplio acuerda y ama,-exists x.(ALCER(x) & AMPLIO(x) & ACORDAR(x) & AMAR(x)),1
todo alce amplio no acuerda o no amanece ,all x.((ALCER(x) & AMPLIO(x)) -> (-ACORDAR(x) | -AMANECER(x))), ningún alce amplio acuerda y amanece,-exists x.(ALCER(x) & AMPLIO(x) & ACORDAR(x) & AMANECER(x)),1
todo alce amplio no acuerda o no anochece ,all x.((ALCER(x) & AMPLIO(x)) -> (-ACORDAR(x) | -ANOCHECER(x))), ningún alce amplio acuerda y anochece,-exists x.(ALCER(x) & AMPLIO(x) & ACORDAR(x) & ANOCHECER(x)),1
todo alce amarillo no acuerda o no aguanta ,all x.((ALCER(x) & AMARILLO(x)) -> (-ACORDAR(x) | -AGUANTAR(x))), ningún alce amarillo acuerda y aguanta,-exists x.(ALCER(x) & AMARILLO(x) & ACORDAR(x) & AGUANTAR(x)),1
todo alce amarillo no acuerda o no ama ,all x.((ALCER(x) & AMARILLO(x)) -> (-ACORDAR(x) | -AMAR(x))), ningún alce amarillo acuerda y ama,-exists x.(ALCER(x) & AMARILLO(x) & ACORDAR(x) & AMAR(x)),1
todo alce amarillo no acuerda o no amanece ,all x.((ALCER(x) & AMARILLO(x)) -> (-ACORDAR(x) | -AMANECER(x))), ningún alce amarillo acuerda y amanece,-exists x.(ALCER(x) & AMARILLO(x) & ACORDAR(x) & AMANECER(x)),1
todo alce amarillo no acuerda o no anochece ,all x.((ALCER(x) & AMARILLO(x)) -> (-ACORDAR(x) | -ANOCHECER(x))), ningún alce amarillo acuerda y anochece,-exists x.(ALCER(x) & AMARILLO(x) & ACORDAR(x) & ANOCHECER(x)),1
todo alce alegre no aguanta o no acuerda ,all x.((ALCER(x) & ALEGRE(x)) -> (-AGUANTAR(x) | -ACORDAR(x))), ningún alce alegre aguanta y acuerda,-exists x.(ALCER(x) & ALEGRE(x) & AGUANTAR(x) & ACORDAR(x)),1
todo alce alegre no aguanta o no ama ,all x.((ALCER(x) & ALEGRE(x)) -> (-AGUANTAR(x) | -AMAR(x))), ningún alce alegre aguanta y ama,-exists x.(ALCER(x) & ALEGRE(x) & AGUANTAR(x) & AMAR(x)),1
todo alce alegre no aguanta o no amanece ,all x.((ALCER(x) & ALEGRE(x)) -> (-AGUANTAR(x) | -AMANECER(x))), ningún alce alegre aguanta y amanece,-exists x.(ALCER(x) & ALEGRE(x) & AGUANTAR(x) & AMANECER(x)),1
todo alce alegre no aguanta o no anochece ,all x.((ALCER(x) & ALEGRE(x)) -> (-AGUANTAR(x) | -ANOCHECER(x))), ningún alce alegre aguanta y anochece,-exists x.(ALCER(x) & ALEGRE(x) & AGUANTAR(x) & ANOCHECER(x)),1
todo alce alto no aguanta o no acuerda ,all x.((ALCER(x) & ALTO(x)) -> (-AGUANTAR(x) | -ACORDAR(x))), ningún alce alto aguanta y acuerda,-exists x.(ALCER(x) & ALTO(x) & AGUANTAR(x) & ACORDAR(x)),1
todo alce alto no aguanta o no ama ,all x.((ALCER(x) & ALTO(x)) -> (-AGUANTAR(x) | -AMAR(x))), ningún alce alto aguanta y ama,-exists x.(ALCER(x) & ALTO(x) & AGUANTAR(x) & AMAR(x)),1
todo alce alto no aguanta o no amanece ,all x.((ALCER(x) & ALTO(x)) -> (-AGUANTAR(x) | -AMANECER(x))), ningún alce alto aguanta y amanece,-exists x.(ALCER(x) & ALTO(x) & AGUANTAR(x) & AMANECER(x)),1
todo alce alto no aguanta o no anochece ,all x.((ALCER(x) & ALTO(x)) -> (-AGUANTAR(x) | -ANOCHECER(x))), ningún alce alto aguanta y anochece,-exists x.(ALCER(x) & ALTO(x) & AGUANTAR(x) & ANOCHECER(x)),1
todo alce amargo no aguanta o no acuerda ,all x.((ALCER(x) & AMARGO(x)) -> (-AGUANTAR(x) | -ACORDAR(x))), ningún alce amargo aguanta y acuerda,-exists x.(ALCER(x) & AMARGO(x) & AGUANTAR(x) & ACORDAR(x)),1
todo alce amargo no aguanta o no ama ,all x.((ALCER(x) & AMARGO(x)) -> (-AGUANTAR(x) | -AMAR(x))), ningún alce amargo aguanta y ama,-exists x.(ALCER(x) & AMARGO(x) & AGUANTAR(x) & AMAR(x)),1
todo alce amargo no aguanta o no amanece ,all x.((ALCER(x) & AMARGO(x)) -> (-AGUANTAR(x) | -AMANECER(x))), ningún alce amargo aguanta y amanece,-exists x.(ALCER(x) & AMARGO(x) & AGUANTAR(x) & AMANECER(x)),1
todo alce amargo no aguanta o no anochece ,all x.((ALCER(x) & AMARGO(x)) -> (-AGUANTAR(x) | -ANOCHECER(x))), ningún alce amargo aguanta y anochece,-exists x.(ALCER(x) & AMARGO(x) & AGUANTAR(x) & ANOCHECER(x)),1
todo alce amplio no aguanta o no acuerda ,all x.((ALCER(x) & AMPLIO(x)) -> (-AGUANTAR(x) | -ACORDAR(x))), ningún alce amplio aguanta y acuerda,-exists x.(ALCER(x) & AMPLIO(x) & AGUANTAR(x) & ACORDAR(x)),1
todo alce amplio no aguanta o no ama ,all x.((ALCER(x) & AMPLIO(x)) -> (-AGUANTAR(x) | -AMAR(x))), ningún alce amplio aguanta y ama,-exists x.(ALCER(x) & AMPLIO(x) & AGUANTAR(x) & AMAR(x)),1
todo alce amplio no aguanta o no amanece ,all x.((ALCER(x) & AMPLIO(x)) -> (-AGUANTAR(x) | -AMANECER(x))), ningún alce amplio aguanta y amanece,-exists x.(ALCER(x) & AMPLIO(x) & AGUANTAR(x) & AMANECER(x)),1
todo alce amplio no aguanta o no anochece ,all x.((ALCER(x) & AMPLIO(x)) -> (-AGUANTAR(x) | -ANOCHECER(x))), ningún alce amplio aguanta y anochece,-exists x.(ALCER(x) & AMPLIO(x) & AGUANTAR(x) & ANOCHECER(x)),1
todo alce amarillo no aguanta o no acuerda ,all x.((ALCER(x) & AMARILLO(x)) -> (-AGUANTAR(x) | -ACORDAR(x))), ningún alce amarillo aguanta y acuerda,-exists x.(ALCER(x) & AMARILLO(x) & AGUANTAR(x) & ACORDAR(x)),1
todo alce amarillo no aguanta o no ama ,all x.((ALCER(x) & AMARILLO(x)) -> (-AGUANTAR(x) | -AMAR(x))), ningún alce amarillo aguanta y ama,-exists x.(ALCER(x) & AMARILLO(x) & AGUANTAR(x) & AMAR(x)),1
todo alce amarillo no aguanta o no amanece ,all x.((ALCER(x) & AMARILLO(x)) -> (-AGUANTAR(x) | -AMANECER(x))), ningún alce amarillo aguanta y amanece,-exists x.(ALCER(x) & AMARILLO(x) & AGUANTAR(x) & AMANECER(x)),1
todo alce amarillo no aguanta o no anochece ,all x.((ALCER(x) & AMARILLO(x)) -> (-AGUANTAR(x) | -ANOCHECER(x))), ningún alce amarillo aguanta y anochece,-exists x.(ALCER(x) & AMARILLO(x) & AGUANTAR(x) & ANOCHECER(x)),1
todo alce alegre no ama o no acuerda ,all x.((ALCER(x) & ALEGRE(x)) -> (-AMAR(x) | -ACORDAR(x))), ningún alce alegre ama y acuerda,-exists x.(ALCER(x) & ALEGRE(x) & AMAR(x) & ACORDAR(x)),1
todo alce alegre no ama o no aguanta ,all x.((ALCER(x) & ALEGRE(x)) -> (-AMAR(x) | -AGUANTAR(x))), ningún alce alegre ama y aguanta,-exists x.(ALCER(x) & ALEGRE(x) & AMAR(x) & AGUANTAR(x)),1
todo alce alegre no ama o no amanece ,all x.((ALCER(x) & ALEGRE(x)) -> (-AMAR(x) | -AMANECER(x))), ningún alce alegre ama y amanece,-exists x.(ALCER(x) & ALEGRE(x) & AMAR(x) & AMANECER(x)),1
todo alce alegre no ama o no anochece ,all x.((ALCER(x) & ALEGRE(x)) -> (-AMAR(x) | -ANOCHECER(x))), ningún alce alegre ama y anochece,-exists x.(ALCER(x) & ALEGRE(x) & AMAR(x) & ANOCHECER(x)),1
todo alce alto no ama o no acuerda ,all x.((ALCER(x) & ALTO(x)) -> (-AMAR(x) | -ACORDAR(x))), ningún alce alto ama y acuerda,-exists x.(ALCER(x) & ALTO(x) & AMAR(x) & ACORDAR(x)),1
todo alce alto no ama o no aguanta ,all x.((ALCER(x) & ALTO(x)) -> (-AMAR(x) | -AGUANTAR(x))), ningún alce alto ama y aguanta,-exists x.(ALCER(x) & ALTO(x) & AMAR(x) & AGUANTAR(x)),1
todo alce alto no ama o no amanece ,all x.((ALCER(x) & ALTO(x)) -> (-AMAR(x) | -AMANECER(x))), ningún alce alto ama y amanece,-exists x.(ALCER(x) & ALTO(x) & AMAR(x) & AMANECER(x)),1
todo alce alto no ama o no anochece ,all x.((ALCER(x) & ALTO(x)) -> (-AMAR(x) | -ANOCHECER(x))), ningún alce alto ama y anochece,-exists x.(ALCER(x) & ALTO(x) & AMAR(x) & ANOCHECER(x)),1
todo alce amargo no ama o no acuerda ,all x.((ALCER(x) & AMARGO(x)) -> (-AMAR(x) | -ACORDAR(x))), ningún alce amargo ama y acuerda,-exists x.(ALCER(x) & AMARGO(x) & AMAR(x) & ACORDAR(x)),1
todo alce amargo no ama o no aguanta ,all x.((ALCER(x) & AMARGO(x)) -> (-AMAR(x) | -AGUANTAR(x))), ningún alce amargo ama y aguanta,-exists x.(ALCER(x) & AMARGO(x) & AMAR(x) & AGUANTAR(x)),1
todo alce amargo no ama o no amanece ,all x.((ALCER(x) & AMARGO(x)) -> (-AMAR(x) | -AMANECER(x))), ningún alce amargo ama y amanece,-exists x.(ALCER(x) & AMARGO(x) & AMAR(x) & AMANECER(x)),1
todo alce amargo no ama o no anochece ,all x.((ALCER(x) & AMARGO(x)) -> (-AMAR(x) | -ANOCHECER(x))), ningún alce amargo ama y anochece,-exists x.(ALCER(x) & AMARGO(x) & AMAR(x) & ANOCHECER(x)),1
todo alce amplio no ama o no acuerda ,all x.((ALCER(x) & AMPLIO(x)) -> (-AMAR(x) | -ACORDAR(x))), ningún alce amplio ama y acuerda,-exists x.(ALCER(x) & AMPLIO(x) & AMAR(x) & ACORDAR(x)),1
todo alce amplio no ama o no aguanta ,all x.((ALCER(x) & AMPLIO(x)) -> (-AMAR(x) | -AGUANTAR(x))), ningún alce amplio ama y aguanta,-exists x.(ALCER(x) & AMPLIO(x) & AMAR(x) & AGUANTAR(x)),1
todo alce amplio no ama o no amanece ,all x.((ALCER(x) & AMPLIO(x)) -> (-AMAR(x) | -AMANECER(x))), ningún alce amplio ama y amanece,-exists x.(ALCER(x) & AMPLIO(x) & AMAR(x) & AMANECER(x)),1
todo alce amplio no ama o no anochece ,all x.((ALCER(x) & AMPLIO(x)) -> (-AMAR(x) | -ANOCHECER(x))), ningún alce amplio ama y anochece,-exists x.(ALCER(x) & AMPLIO(x) & AMAR(x) & ANOCHECER(x)),1
todo alce amarillo no ama o no acuerda ,all x.((ALCER(x) & AMARILLO(x)) -> (-AMAR(x) | -ACORDAR(x))), ningún alce amarillo ama y acuerda,-exists x.(ALCER(x) & AMARILLO(x) & AMAR(x) & ACORDAR(x)),1
todo alce amarillo no ama o no aguanta ,all x.((ALCER(x) & AMARILLO(x)) -> (-AMAR(x) | -AGUANTAR(x))), ningún alce amarillo ama y aguanta,-exists x.(ALCER(x) & AMARILLO(x) & AMAR(x) & AGUANTAR(x)),1
todo alce amarillo no ama o no amanece ,all x.((ALCER(x) & AMARILLO(x)) -> (-AMAR(x) | -AMANECER(x))), ningún alce amarillo ama y amanece,-exists x.(ALCER(x) & AMARILLO(x) & AMAR(x) & AMANECER(x)),1
todo alce amarillo no ama o no anochece ,all x.((ALCER(x) & AMARILLO(x)) -> (-AMAR(x) | -ANOCHECER(x))), ningún alce amarillo ama y anochece,-exists x.(ALCER(x) & AMARILLO(x) & AMAR(x) & ANOCHECER(x)),1
